Unnamed: 0,Symbol,Company Name,Sector,Country,yf_ticker
768,ARE,Alexandria Real Estate Equities,Real Estate,US,ARE
769,ALGN,Align Technology,Health Care,US,ALGN
770,ALLE,Allegion,Industrials,US,ALLE
771,LNT,Alliant Energy,Utilities,US,LNT
772,ALL,Allstate,Financials,US,ALL
773,GOOGL,Alphabet Inc. (Class A),Communication Services,US,GOOGL
774,GOOG,Alphabet Inc. (Class C),Communication Services,US,GOOG
775,MO,Altria,Consumer Staples,US,MO
776,AMZN,Amazon,Consumer Discretionary,US,AMZN
777,AMCR,Amcor,Materials,US,AMCR
778,AEE,Ameren,Utilities,US,AEE
779,AEP,American Electric Power,Utilities,US,AEP
780,AXP,American Express,Financials,US,AXP
781,AIG,American International Group,Financials,US,AIG
782,AMT,American Tower,Real Estate,US,AMT
783,AWK,American Water Works,Utilities,US,AWK
784,AMP,Ameriprise Financial,Financials,US,AMP
785,AME,Ametek,Industrials,US,AME
786,AMGN,Amgen,Health Care,US,AMGN
787,APH,Amphenol,Information Technology,US,APH
788,ADI,Analog Devices,Information Technology,US,ADI
789,AON,Aon plc,Financials,US,AON
790,APA,APA Corporation,Energy,US,APA
791,APO,Apollo Global Management,Financials,US,APO
792,AAPL,Apple Inc.,Information Technology,US,AAPL
793,AMAT,Applied Materials,Information Technology,US,AMAT
794,APP,AppLovin,Information Technology,US,APP
795,APTV,Aptiv,Consumer Discretionary,US,APTV
796,ACGL,Arch Capital Group,Financials,US,ACGL
797,ADM,Archer Daniels Midland,Consumer Staples,US,ADM
798,ARES,Ares Management,Financials,US,ARES
799,ANET,Arista Networks,Information Technology,US,ANET
800,AJG,Arthur J. Gallagher & Co.,Financials,US,AJG
801,AIZ,Assurant,Financials,US,AIZ
802,T,AT&T,Communication Services,US,T
803,ATO,Atmos Energy,Utilities,US,ATO
804,ADSK,Autodesk,Information Technology,US,ADSK
805,ADP,Automatic Data Processing,Industrials,US,ADP
806,AZO,AutoZone,Consumer Discretionary,US,AZO
807,AVB,AvalonBay Communities,Real Estate,US,AVB
808,AVY,Avery Dennison,Materials,US,AVY
809,AXON,Axon Enterprise,Industrials,US,AXON
810,BKR,Baker Hughes,Energy,US,BKR
811,BALL,Ball Corporation,Materials,US,BALL
812,BAC,Bank of America,Financials,US,BAC
813,BAX,Baxter International,Health Care,US,BAX
814,BDX,Becton Dickinson,Health Care,US,BDX
816,BBY,Best Buy,Consumer Discretionary,US,BBY
817,TECH,Bio-Techne,Health Care,US,TECH
818,BIIB,Biogen,Health Care,US,BIIB
819,BLK,BlackRock,Financials,US,BLK
820,BX,Blackstone Inc.,Financials,US,BX
821,XYZ,"Block, Inc.",Financials,US,XYZ
822,BNY,BNY Mellon,Financials,US,BNY
823,BA,Boeing,Industrials,US,BA
824,BKNG,Booking Holdings,Consumer Discretionary,US,BKNG
825,BSX,Boston Scientific,Health Care,US,BSX
826,BMY,Bristol Myers Squibb,Health Care,US,BMY
827,AVGO,Broadcom,Information Technology,US,AVGO
828,BR,Broadridge Financial Solutions,Industrials,US,BR
829,BRO,Brown & Brown,Financials,US,BRO
831,BLDR,Builders FirstSource,Industrials,US,BLDR
832,BG,Bunge Global,Consumer Staples,US,BG
833,BXP,"BXP, Inc.",Real Estate,US,BXP
834,CHRW,C.H. Robinson,Industrials,US,CHRW
835,CDNS,Cadence Design Systems,Information Technology,US,CDNS
836,CPT,Camden Property Trust,Real Estate,US,CPT
837,COF,Capital One,Financials,US,COF
838,CAH,Cardinal Health,Health Care,US,CAH
839,CCL,Carnival Corporation,Consumer Discretionary,US,CCL
840,CARR,Carrier Global,Industrials,US,CARR
841,CVNA,Carvana,Consumer Discretionary,US,CVNA
842,CASY,Casey's,Consumer Staples,US,CASY
843,CAT,Caterpillar Inc.,Industrials,US,CAT
844,CBOE,Cboe Global Markets,Financials,US,CBOE
845,CBRE,CBRE Group,Real Estate,US,CBRE
846,CDW,CDW Corporation,Information Technology,US,CDW
847,COR,Cencora,Health Care,US,COR
848,CNC,Centene Corporation,Health Care,US,CNC
849,CNP,CenterPoint Energy,Utilities,US,CNP
850,CF,CF Industries,Materials,US,CF
851,CRL,Charles River Laboratories,Health Care,US,CRL
852,SCHW,Charles Schwab Corporation,Financials,US,SCHW
853,CHTR,Charter Communications,Communication Services,US,CHTR
854,CVX,Chevron Corporation,Energy,US,CVX
855,CMG,Chipotle Mexican Grill,Consumer Discretionary,US,CMG
856,CB,Chubb Limited,Financials,US,CB
857,CHD,Church & Dwight,Consumer Staples,US,CHD
858,CIEN,Ciena,Information Technology,US,CIEN
859,CI,Cigna,Health Care,US,CI
860,CINF,Cincinnati Financial,Financials,US,CINF
861,CTAS,Cintas,Industrials,US,CTAS
862,CSCO,Cisco,Information Technology,US,CSCO
863,C,Citigroup,Financials,US,C
864,CFG,Citizens Financial Group,Financials,US,CFG
865,CLX,Clorox,Consumer Staples,US,CLX
866,CME,CME Group,Financials,US,CME
867,CMS,CMS Energy,Utilities,US,CMS
868,KO,Coca-Cola Company (The),Consumer Staples,US,KO
869,CTSH,Cognizant,Information Technology,US,CTSH
870,COHR,Coherent Corp.,Information Technology,US,COHR
871,COIN,Coinbase,Financials,US,COIN
872,CL,Colgate-Palmolive,Consumer Staples,US,CL
873,CMCSA,Comcast,Communication Services,US,CMCSA
874,FIX,Comfort Systems USA,Industrials,US,FIX
875,CAG,Conagra Brands,Consumer Staples,US,CAG
876,COP,ConocoPhillips,Energy,US,COP
877,ED,Consolidated Edison,Utilities,US,ED
878,STZ,Constellation Brands,Consumer Staples,US,STZ
879,CEG,Constellation Energy,Utilities,US,CEG
880,COO,Cooper Companies (The),Health Care,US,COO
881,CPRT,Copart,Industrials,US,CPRT
882,GLW,Corning Inc.,Information Technology,US,GLW
883,CPAY,Corpay,Financials,US,CPAY
884,CTVA,Corteva,Materials,US,CTVA
885,CSGP,CoStar Group,Real Estate,US,CSGP
886,COST,Costco,Consumer Staples,US,COST
887,CRH,CRH plc,Materials,US,CRH
888,CRWD,CrowdStrike,Information Technology,US,CRWD
889,CCI,Crown Castle,Real Estate,US,CCI
890,CSX,CSX Corporation,Industrials,US,CSX
891,CMI,Cummins,Industrials,US,CMI
892,CVS,CVS Health,Health Care,US,CVS
893,DHR,Danaher Corporation,Health Care,US,DHR
894,DRI,Darden Restaurants,Consumer Discretionary,US,DRI
895,DDOG,Datadog,Information Technology,US,DDOG
896,DVA,DaVita,Health Care,US,DVA
897,DECK,Deckers Brands,Consumer Discretionary,US,DECK
898,DE,Deere & Company,Industrials,US,DE
899,DELL,Dell Technologies,Information Technology,US,DELL
900,DAL,Delta Air Lines,Industrials,US,DAL
901,DVN,Devon Energy,Energy,US,DVN
902,DXCM,Dexcom,Health Care,US,DXCM
903,FANG,Diamondback Energy,Energy,US,FANG
904,DLR,Digital Realty,Real Estate,US,DLR
905,DG,Dollar General,Consumer Staples,US,DG
906,DLTR,Dollar Tree,Consumer Staples,US,DLTR
907,D,Dominion Energy,Utilities,US,D
908,DPZ,Domino's,Consumer Discretionary,US,DPZ
909,DASH,DoorDash,Consumer Discretionary,US,DASH
910,DOV,Dover Corporation,Industrials,US,DOV
911,DOW,Dow Inc.,Materials,US,DOW
912,DHI,D. R. Horton,Consumer Discretionary,US,DHI
913,DTE,DTE Energy,Utilities,US,DTE
914,DUK,Duke Energy,Utilities,US,DUK
915,DD,DuPont,Materials,US,DD
916,ETN,Eaton Corporation,Industrials,US,ETN
917,EBAY,eBay Inc.,Consumer Discretionary,US,EBAY
918,SATS,EchoStar,Communication Services,US,SATS
919,ECL,Ecolab,Materials,US,ECL
920,EIX,Edison International,Utilities,US,EIX
921,EW,Edwards Lifesciences,Health Care,US,EW
922,EA,Electronic Arts,Communication Services,US,EA
923,ELV,Elevance Health,Health Care,US,ELV
924,EME,Emcor,Industrials,US,EME
925,EMR,Emerson Electric,Industrials,US,EMR
926,ETR,Entergy,Utilities,US,ETR
927,EOG,EOG Resources,Energy,US,EOG
928,EQT,EQT Corporation,Energy,US,EQT
929,EFX,Equifax,Industrials,US,EFX
930,EQIX,Equinix,Real Estate,US,EQIX
931,EQR,Equity Residential,Real Estate,US,EQR
932,ERIE,Erie Indemnity,Financials,US,ERIE
933,ESS,Essex Property Trust,Real Estate,US,ESS
934,EL,Estée Lauder Companies (The),Consumer Staples,US,EL
935,EG,Everest Group,Financials,US,EG
936,EVRG,Evergy,Utilities,US,EVRG
937,ES,Eversource Energy,Utilities,US,ES
938,EXC,Exelon,Utilities,US,EXC
939,EXE,Expand Energy,Energy,US,EXE
940,EXPE,Expedia Group,Consumer Discretionary,US,EXPE
941,EXPD,Expeditors International,Industrials,US,EXPD
942,EXR,Extra Space Storage,Real Estate,US,EXR
943,XOM,ExxonMobil,Energy,US,XOM
944,FFIV,"F5, Inc.",Information Technology,US,FFIV
945,FDS,FactSet,Financials,US,FDS
946,FICO,Fair Isaac,Information Technology,US,FICO
947,FAST,Fastenal,Industrials,US,FAST
948,FRT,Federal Realty Investment Trust,Real Estate,US,FRT
949,FDX,FedEx,Industrials,US,FDX
950,FDXF,FedEx Freight,Industrials,US,FDXF
951,FIS,Fidelity National Information Services,Financials,US,FIS
952,FITB,Fifth Third Bancorp,Financials,US,FITB
953,FSLR,First Solar,Information Technology,US,FSLR
954,FE,FirstEnergy,Utilities,US,FE
955,FISV,Fiserv,Financials,US,FISV
956,FLEX,Flex Ltd.,Information Technology,US,FLEX
957,F,Ford Motor Company,Consumer Discretionary,US,F
958,FTNT,Fortinet,Information Technology,US,FTNT
959,FTV,Fortive,Industrials,US,FTV
960,FOXA,Fox Corporation (Class A),Communication Services,US,FOXA
961,FOX,Fox Corporation (Class B),Communication Services,US,FOX
962,BEN,Franklin Resources,Financials,US,BEN
963,FCX,Freeport-McMoRan,Materials,US,FCX
964,GRMN,Garmin,Consumer Discretionary,US,GRMN
965,IT,Gartner,Information Technology,US,IT
966,GE,GE Aerospace,Industrials,US,GE
967,GEHC,GE HealthCare,Health Care,US,GEHC
968,GEV,GE Vernova,Industrials,US,GEV
969,GEN,Gen Digital,Information Technology,US,GEN
970,GNRC,Generac,Industrials,US,GNRC
971,GD,General Dynamics,Industrials,US,GD
972,GIS,General Mills,Consumer Staples,US,GIS
973,GM,General Motors,Consumer Discretionary,US,GM
974,GPC,Genuine Parts Company,Consumer Discretionary,US,GPC
975,GILD,Gilead Sciences,Health Care,US,GILD
976,GPN,Global Payments,Financials,US,GPN
977,GL,Globe Life,Financials,US,GL
978,GDDY,GoDaddy,Information Technology,US,GDDY
979,GS,Goldman Sachs,Financials,US,GS
980,HAL,Halliburton,Energy,US,HAL
981,HIG,Hartford (The),Financials,US,HIG
982,HAS,Hasbro,Consumer Discretionary,US,HAS
983,HCA,HCA Healthcare,Health Care,US,HCA
984,DOC,Healthpeak Properties,Real Estate,US,DOC
985,HSIC,Henry Schein,Health Care,US,HSIC
986,HSY,Hershey Company (The),Consumer Staples,US,HSY
987,HPE,Hewlett Packard Enterprise,Information Technology,US,HPE
988,HLT,Hilton Worldwide,Consumer Discretionary,US,HLT
989,HD,Home Depot (The),Consumer Discretionary,US,HD
990,HON,Honeywell,Industrials,US,HON
991,HRL,Hormel Foods,Consumer Staples,US,HRL
992,HST,Host Hotels & Resorts,Real Estate,US,HST
993,HWM,Howmet Aerospace,Industrials,US,HWM
994,HPQ,HP Inc.,Information Technology,US,HPQ
995,HUBB,Hubbell Incorporated,Industrials,US,HUBB
996,HUM,Humana,Health Care,US,HUM
997,HBAN,Huntington Bancshares,Financials,US,HBAN
998,HII,Huntington Ingalls Industries,Industrials,US,HII
999,IBM,IBM,Information Technology,US,IBM
1000,IEX,IDEX Corporation,Industrials,US,IEX
1001,IDXX,Idexx Laboratories,Health Care,US,IDXX
1002,ITW,Illinois Tool Works,Industrials,US,ITW
1003,INCY,Incyte,Health Care,US,INCY
1004,IR,Ingersoll Rand,Industrials,US,IR
1005,PODD,Insulet Corporation,Health Care,US,PODD
1006,INTC,Intel,Information Technology,US,INTC
1007,IBKR,Interactive Brokers,Financials,US,IBKR
1008,ICE,Intercontinental Exchange,Financials,US,ICE
1009,IFF,International Flavors & Fragrances,Materials,US,IFF
1010,IP,International Paper,Materials,US,IP
1011,INTU,Intuit,Information Technology,US,INTU
1012,ISRG,Intuitive Surgical,Health Care,US,ISRG
1013,IVZ,Invesco,Financials,US,IVZ
1014,INVH,Invitation Homes,Real Estate,US,INVH
1015,IQV,IQVIA,Health Care,US,IQV
1016,IRM,Iron Mountain,Real Estate,US,IRM
1017,JBHT,J.B. Hunt,Industrials,US,JBHT
1018,JBL,Jabil,Information Technology,US,JBL
1019,JKHY,Jack Henry & Associates,Financials,US,JKHY
1020,J,Jacobs Solutions,Industrials,US,J
1021,JNJ,Johnson & Johnson,Health Care,US,JNJ
1022,JCI,Johnson Controls,Industrials,US,JCI
1023,JPM,JPMorgan Chase,Financials,US,JPM
1024,KVUE,Kenvue,Consumer Staples,US,KVUE
1025,KDP,Keurig Dr Pepper,Consumer Staples,US,KDP
1026,KEY,KeyCorp,Financials,US,KEY
1027,KEYS,Keysight Technologies,Information Technology,US,KEYS
1028,KMB,Kimberly-Clark,Consumer Staples,US,KMB
1029,KIM,Kimco Realty,Real Estate,US,KIM
1030,KMI,Kinder Morgan,Energy,US,KMI
1031,KKR,KKR & Co.,Financials,US,KKR
1032,KLAC,KLA Corporation,Information Technology,US,KLAC
1033,KHC,Kraft Heinz,Consumer Staples,US,KHC
1034,KR,Kroger,Consumer Staples,US,KR
1035,LHX,L3Harris,Industrials,US,LHX
1036,LH,Labcorp,Health Care,US,LH
1037,LRCX,Lam Research,Information Technology,US,LRCX
1038,LVS,Las Vegas Sands,Consumer Discretionary,US,LVS
1039,LDOS,Leidos,Industrials,US,LDOS
1040,LEN,Lennar,Consumer Discretionary,US,LEN
1041,LII,Lennox International,Industrials,US,LII
1042,LLY,Lilly (Eli),Health Care,US,LLY
1043,LIN,Linde plc,Materials,US,LIN
1044,LYV,Live Nation Entertainment,Communication Services,US,LYV
1045,LMT,Lockheed Martin,Industrials,US,LMT
1046,L,Loews Corporation,Financials,US,L
1047,LOW,Lowe's,Consumer Discretionary,US,LOW
1048,LULU,Lululemon Athletica,Consumer Discretionary,US,LULU
1049,LITE,Lumentum,Information Technology,US,LITE
1050,LYB,LyondellBasell,Materials,US,LYB
1051,MTB,M&T Bank,Financials,US,MTB
1052,MPC,Marathon Petroleum,Energy,US,MPC
1053,MAR,Marriott International,Consumer Discretionary,US,MAR
1054,MRSH,Marsh McLennan,Financials,US,MRSH
1055,MLM,Martin Marietta Materials,Materials,US,MLM
1056,MRVL,Marvell Technology,Information Technology,US,MRVL
1057,MAS,Masco,Industrials,US,MAS
1058,MA,Mastercard,Financials,US,MA
1059,MKC,McCormick & Company,Consumer Staples,US,MKC
1060,MCD,McDonald's,Consumer Discretionary,US,MCD
1061,MCK,McKesson Corporation,Health Care,US,MCK
1062,MDT,Medtronic,Health Care,US,MDT
1063,MRK,Merck & Co.,Health Care,US,MRK
1064,META,Meta Platforms,Communication Services,US,META
1065,MET,MetLife,Financials,US,MET
1066,MTD,Mettler Toledo,Health Care,US,MTD
1067,MGM,MGM Resorts,Consumer Discretionary,US,MGM
1068,MCHP,Microchip Technology,Information Technology,US,MCHP
1069,MU,Micron Technology,Information Technology,US,MU
1070,MSFT,Microsoft,Information Technology,US,MSFT
1071,MAA,Mid-America Apartment Communities,Real Estate,US,MAA
1072,MRNA,Moderna,Health Care,US,MRNA
1073,TAP,Molson Coors Beverage Company,Consumer Staples,US,TAP
1074,MDLZ,Mondelez International,Consumer Staples,US,MDLZ
1075,MPWR,Monolithic Power Systems,Information Technology,US,MPWR
1076,MNST,Monster Beverage,Consumer Staples,US,MNST
1077,MCO,Moody's Corporation,Financials,US,MCO
1078,MS,Morgan Stanley,Financials,US,MS
1079,MOS,Mosaic Company (The),Materials,US,MOS
1080,MSI,Motorola Solutions,Information Technology,US,MSI
1081,MSCI,MSCI Inc.,Financials,US,MSCI
1082,NDAQ,"Nasdaq, Inc.",Financials,US,NDAQ
1083,NTAP,NetApp,Information Technology,US,NTAP
1084,NFLX,Netflix,Communication Services,US,NFLX
1085,NEM,Newmont,Materials,US,NEM
1086,NWSA,News Corp (Class A),Communication Services,US,NWSA
1087,NWS,News Corp (Class B),Communication Services,US,NWS
1088,NEE,NextEra Energy,Utilities,US,NEE
1089,NKE,"Nike, Inc.",Consumer Discretionary,US,NKE
1090,NI,NiSource,Utilities,US,NI
1091,NDSN,Nordson Corporation,Industrials,US,NDSN
1092,NSC,Norfolk Southern,Industrials,US,NSC
1093,NTRS,Northern Trust,Financials,US,NTRS
1094,NOC,Northrop Grumman,Industrials,US,NOC
1095,NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,US,NCLH
1096,NRG,NRG Energy,Utilities,US,NRG
1097,NUE,Nucor,Materials,US,NUE
1098,NVDA,Nvidia,Information Technology,US,NVDA
1099,NVR,"NVR, Inc.",Consumer Discretionary,US,NVR
1100,NXPI,NXP Semiconductors,Information Technology,US,NXPI
1101,ORLY,O’Reilly Automotive,Consumer Discretionary,US,ORLY
1102,OXY,Occidental Petroleum,Energy,US,OXY
1103,ODFL,Old Dominion,Industrials,US,ODFL
1104,OMC,Omnicom Group,Communication Services,US,OMC
1105,ON,ON Semiconductor,Information Technology,US,ON
1106,OKE,Oneok,Energy,US,OKE
1107,ORCL,Oracle Corporation,Information Technology,US,ORCL
1108,OTIS,Otis Worldwide,Industrials,US,OTIS
1109,PCAR,Paccar,Industrials,US,PCAR
1110,PKG,Packaging Corporation of America,Materials,US,PKG
1111,PLTR,Palantir Technologies,Information Technology,US,PLTR
1112,PANW,Palo Alto Networks,Information Technology,US,PANW
1113,PSKY,Paramount Skydance Corporation,Communication Services,US,PSKY
1114,PH,Parker Hannifin,Industrials,US,PH
1115,PAYX,Paychex,Industrials,US,PAYX
1116,PYPL,PayPal,Financials,US,PYPL
1117,PNR,Pentair,Industrials,US,PNR
1118,PEP,PepsiCo,Consumer Staples,US,PEP
1119,PFE,Pfizer,Health Care,US,PFE
1120,PCG,PG&E Corporation,Utilities,US,PCG
1121,PM,Philip Morris International,Consumer Staples,US,PM
1122,PSX,Phillips 66,Energy,US,PSX
1123,PNW,Pinnacle West Capital,Utilities,US,PNW
1124,PNC,PNC Financial Services,Financials,US,PNC
1125,PPG,PPG Industries,Materials,US,PPG
1126,PPL,PPL Corporation,Utilities,US,PPL
1127,PFG,Principal Financial Group,Financials,US,PFG
1128,PG,Procter & Gamble,Consumer Staples,US,PG
1129,PGR,Progressive Corporation,Financials,US,PGR
1130,PLD,Prologis,Real Estate,US,PLD
1131,PRU,Prudential Financial,Financials,US,PRU
1132,PEG,Public Service Enterprise Group,Utilities,US,PEG
1133,PTC,PTC Inc.,Information Technology,US,PTC
1134,PSA,Public Storage,Real Estate,US,PSA
1135,PHM,PulteGroup,Consumer Discretionary,US,PHM
1136,PWR,Quanta Services,Industrials,US,PWR
1137,QCOM,Qualcomm,Information Technology,US,QCOM
1138,DGX,Quest Diagnostics,Health Care,US,DGX
1139,Q,Qnity Electronics,Information Technology,US,Q
1140,RL,Ralph Lauren Corporation,Consumer Discretionary,US,RL
1141,RJF,Raymond James Financial,Financials,US,RJF
1142,RTX,RTX Corporation,Industrials,US,RTX
1143,O,Realty Income,Real Estate,US,O
1144,REG,Regency Centers,Real Estate,US,REG
1145,REGN,Regeneron Pharmaceuticals,Health Care,US,REGN
1146,RF,Regions Financial Corporation,Financials,US,RF
1147,RSG,Republic Services,Industrials,US,RSG
1148,RMD,ResMed,Health Care,US,RMD
1149,RVTY,Revvity,Health Care,US,RVTY
1150,HOOD,Robinhood Markets,Financials,US,HOOD
1151,ROK,Rockwell Automation,Industrials,US,ROK
1152,ROL,"Rollins, Inc.",Industrials,US,ROL
1153,ROP,Roper Technologies,Information Technology,US,ROP
1154,ROST,Ross Stores,Consumer Discretionary,US,ROST
1155,RCL,Royal Caribbean Group,Consumer Discretionary,US,RCL
1156,SPGI,S&P Global,Financials,US,SPGI
1157,CRM,Salesforce,Information Technology,US,CRM
1158,SNDK,Sandisk,Information Technology,US,SNDK
1159,SBAC,SBA Communications,Real Estate,US,SBAC
1160,SLB,Schlumberger,Energy,US,SLB
1161,STX,Seagate Technology,Information Technology,US,STX
1162,SRE,Sempra,Utilities,US,SRE
1163,NOW,ServiceNow,Information Technology,US,NOW
1164,SHW,Sherwin-Williams,Materials,US,SHW
1165,SPG,Simon Property Group,Real Estate,US,SPG
1166,SWKS,Skyworks Solutions,Information Technology,US,SWKS
1167,SJM,J.M. Smucker Company (The),Consumer Staples,US,SJM
1168,SW,Smurfit Westrock,Materials,US,SW
1169,SNA,Snap-on,Industrials,US,SNA
1170,SOLV,Solventum,Health Care,US,SOLV
1171,SO,Southern Company,Utilities,US,SO
1172,LUV,Southwest Airlines,Industrials,US,LUV
1173,SWK,Stanley Black & Decker,Industrials,US,SWK
1174,SBUX,Starbucks,Consumer Discretionary,US,SBUX
1175,STT,State Street Corporation,Financials,US,STT
1176,STLD,Steel Dynamics,Materials,US,STLD
1177,STE,Steris,Health Care,US,STE
1178,SYK,Stryker Corporation,Health Care,US,SYK
1179,SMCI,Supermicro,Information Technology,US,SMCI
1180,SYF,Synchrony Financial,Financials,US,SYF
1181,SNPS,Synopsys,Information Technology,US,SNPS
1182,SYY,Sysco,Consumer Staples,US,SYY
1183,TMUS,T-Mobile US,Communication Services,US,TMUS
1184,TROW,T. Rowe Price,Financials,US,TROW
1185,TTWO,Take-Two Interactive,Communication Services,US,TTWO
1186,TPR,"Tapestry, Inc.",Consumer Discretionary,US,TPR
1187,TRGP,Targa Resources,Energy,US,TRGP
1188,TGT,Target Corporation,Consumer Staples,US,TGT
1189,TEL,TE Connectivity,Information Technology,US,TEL
1190,TDY,Teledyne Technologies,Information Technology,US,TDY
1191,TER,Teradyne,Information Technology,US,TER
1192,TSLA,"Tesla, Inc.",Consumer Discretionary,US,TSLA
1193,TXN,Texas Instruments,Information Technology,US,TXN
1194,TPL,Texas Pacific Land Corporation,Energy,US,TPL
1195,TXT,Textron,Industrials,US,TXT
1196,TMO,Thermo Fisher Scientific,Health Care,US,TMO
1197,TJX,TJX Companies,Consumer Discretionary,US,TJX
1198,TKO,TKO Group Holdings,Communication Services,US,TKO
1199,TTD,Trade Desk (The),Communication Services,US,TTD
1200,TSCO,Tractor Supply,Consumer Discretionary,US,TSCO
1201,TT,Trane Technologies,Industrials,US,TT
1202,TDG,TransDigm Group,Industrials,US,TDG
1203,TRV,Travelers Companies (The),Financials,US,TRV
1204,TRMB,Trimble Inc.,Information Technology,US,TRMB
1205,TFC,Truist Financial,Financials,US,TFC
1206,TYL,Tyler Technologies,Information Technology,US,TYL
1207,TSN,Tyson Foods,Consumer Staples,US,TSN
1208,USB,U.S. Bancorp,Financials,US,USB
1209,UBER,Uber,Industrials,US,UBER
1210,UDR,"UDR, Inc.",Real Estate,US,UDR
1211,ULTA,Ulta Beauty,Consumer Discretionary,US,ULTA
1212,UNP,Union Pacific Corporation,Industrials,US,UNP
1213,UAL,United Airlines Holdings,Industrials,US,UAL
1214,UPS,United Parcel Service,Industrials,US,UPS
1215,URI,United Rentals,Industrials,US,URI
1216,UNH,UnitedHealth Group,Health Care,US,UNH
1217,UHS,Universal Health Services,Health Care,US,UHS
1218,VLO,Valero Energy,Energy,US,VLO
1219,VEEV,Veeva Systems,Health Care,US,VEEV
1220,VTR,Ventas,Real Estate,US,VTR
1221,VLTO,Veralto,Industrials,US,VLTO
1222,VRSN,Verisign,Information Technology,US,VRSN
1223,VRSK,Verisk Analytics,Industrials,US,VRSK
1224,VZ,Verizon,Communication Services,US,VZ
1225,VRTX,Vertex Pharmaceuticals,Health Care,US,VRTX
1226,VRT,Vertiv,Industrials,US,VRT
1227,VTRS,Viatris,Health Care,US,VTRS
1228,VICI,Vici Properties,Real Estate,US,VICI
1229,V,Visa Inc.,Financials,US,V
1230,VST,Vistra Corp.,Utilities,US,VST
1231,VMC,Vulcan Materials Company,Materials,US,VMC
1232,WRB,W. R. Berkley Corporation,Financials,US,WRB
1233,GWW,W. W. Grainger,Industrials,US,GWW
1234,WAB,Wabtec,Industrials,US,WAB
1235,WMT,Walmart,Consumer Staples,US,WMT
1236,DIS,Walt Disney Company (The),Communication Services,US,DIS
1237,WBD,Warner Bros. Discovery,Communication Services,US,WBD
1238,WM,Waste Management,Industrials,US,WM
1239,WAT,Waters Corporation,Health Care,US,WAT
1240,WEC,WEC Energy Group,Utilities,US,WEC
1241,WFC,Wells Fargo,Financials,US,WFC
1242,WELL,Welltower,Real Estate,US,WELL
1243,WST,West Pharmaceutical Services,Health Care,US,WST
1244,WDC,Western Digital,Information Technology,US,WDC
1245,WY,Weyerhaeuser,Real Estate,US,WY
1246,WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,US,WSM
1247,WMB,Williams Companies,Energy,US,WMB
1248,WTW,Willis Towers Watson,Financials,US,WTW
1249,WDAY,"Workday, Inc.",Information Technology,US,WDAY
1250,WYNN,Wynn Resorts,Consumer Discretionary,US,WYNN
1251,XEL,Xcel Energy,Utilities,US,XEL
1252,XYL,Xylem Inc.,Industrials,US,XYL
1253,YUM,Yum! Brands,Consumer Discretionary,US,YUM
1254,ZBRA,Zebra Technologies,Information Technology,US,ZBRA
1255,ZBH,Zimmer Biomet,Health Care,US,ZBH
